file,inputs,keys,outputs,gates,iteration,backbones_count,cube_count,cpu_time,maxrss,key,VERIFICATION RESULT
sarlock/dac12/ex5_enc05.bench,8,61,63,1191,255,0,1561472,3.34679,26.2734,1000001111110011000000011000001000111001100000011010000000000,True
sarlock/dac12/apex4_enc10.bench,10,546,19,5943,1023,0,31918080,260.764,321.32,011101100000111101100010110100000110000001110000101001001010010010001100010000000011000000010101010100111000100001000001001011100000000001011100010100000000101001110001010000000010001010101000010100000000110000001000101100000000000100001010010010001001000010001000000001001000101100000000000000000100000010100100000110010000010000100010000001100010010000000001010111000000001000101000101010011010010000100000001001001000100001101000101000010010101010100001100000010100000100000101010001010000001000001000100101010100000101000100000110010000000000,True
sarlock/dac12/k2_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/ex5_enc05.bench,8,61,63,1191,255,0,1561472,3.5104,26.1133,1000001111110011000000011000001000111001100000011010000000000,True
sarlock/dac12/apex4_enc10.bench,10,546,19,5943,1023,0,31918080,261.608,321.312,011101100000111101100010110100000110000001110000101001001010010010001100010000000011000000010101010100111000100001000001001011100000000001011100010100000000101001110001010000000010001010101000010100000000110000001000101100000000000100001010010010001001000010001000000001001000101100000000000000000100000010100100000110010000010000100010000001100010010000000001010111000000001000101000101010011010010000100000001001001000100001101000101000010010101010100001100000010100000100000101010001010000001000001000100101010100000101000100000110010000000000,True
sarlock/dac12/k2_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/des_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i7_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/apex4_enc05.bench,10,278,19,5675,1023,0,30005248,234.385,724.73,00000000111000110110001011010000011000000111000010100100101001001000110001000000000100000001010101010011100010000100000100101110000000000101100001010100000010100111000101000000001000101010100001010000000011000000100010110000000000010000101001001000100100001000100000010000000000,True
sarlock/dac12/i8_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/ex5_enc10.bench,8,114,63,1247,255,0,1692160,4.81987,26.5312,100010011111001100000001100000100010000110000000101010001010000111100100100011010111100100010101000001100000000000,True
sarlock/dac12/i4_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i9_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i7_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/seq_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/dalu_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/apex2_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i4_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/dalu_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/k2_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/apex4_enc25.bench,10,1350,19,6747,1023,0,37705728,1014.15,409.781,111100010000001101100010110100000110000001110000101001001010010010001100010000000011000000010101010100110010100001000001001011100000000001011010010100000000101001110001010000000010001010101000010100000000110000001000101100000000000100001010010010001001000010001000000001001000101100000010000000000110000010101110000110010000010000100010000001010010010000000001010111000000001000101000101010011000010000100000001001001000100001101000101000010010101010100001100000010100000100110101010001010000001000101000100101010100000101000100000110011010100010100001100001000010000000000010000100001100000000011101011000010010110000010001000100110010001010011000001000010000100000100000010000011010101010001100011011111000001100010010000110001000011010000100000100001100011000100010000100101010000000000100000000000000101010101001110101101001110111000010001000001000000000001110101011011101100001101001000001000010010001000000000101010001000001010001001000000000010000000010101000100110100010011000000000101010001000000101000000100001010010010000000001000101000000001010000010000010101000100000100100100100000100100100010100011100010010010000100001000100000000000011001000001110100001110000000000001010000000100100001010000010100100100100100101101000101010110100001001100000010010000101100100110000111001000000001100010000011010111010000010101010001000100000000000,True
sarlock/dac12/apex2_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i7_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i9_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i9_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/ex5_enc25.bench,8,272,63,1406,255,0,1992192,9.00563,29.3398,00001000111100110000000110000010001110011000000100100000101000011110010010001101001010010001010100000110001110100100001100001101000000000100000011010001111101000110010000000000100000100010000010100000000011010100100010110000000101100100100110110101101011001000100000000000,True
sarlock/dac12/i8_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/seq_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/seq_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i4_enc10.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/k2_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/des_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/i8_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/dalu_enc25.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/apex2_enc05.bench,X,X,X,x,x,x,x,x,no need
sarlock/dac12/des_enc10.bench,X,X,X,x,x,x,x,x,no need
dac12/seq_enc50.bench,41,1760,35,5295,257,0,7819326,97.799,141.898,00000111001100100010000001100001001000000000100010101000100101100000010010000001010000100101010101010101000000000101010100001110010100000100010111010000010001000001000101000000100000000000001101010000000000000101001010101000000000000100011000101110100100001000010000010010000000010000111000010000101011011100000110101010000010010001000010000010101001000000000000000010100100010010100010000101000001000010000000100010010100011000100010100010000110101100000000000010100010110010101010000001000000010100000000010011010000010100010000011000010010000001101000100101010000100101010000010101011100001000010000000010110001000000010000010010100001000000000000110101000011000100100111110001101001110000101001011010010000000001010011100011011010101000100010000010000110111101010001010110100010101010101000000001000001000000010000010101010001000100001100010000001001000100011001101101000101000000100100101000101010000100000100010001001000000101000101000101001010100000000100000010100100010100000001010101000110100001000010110010001010110101000000000111010100100100000000011100000000010010000010100010100101010001010100010000001100110101000101010100100100100010001000001100000000000100000011010100000000000010000011000100000110011010001000001001000000000110000010110110101000011000100110100011000100011100000011000001101001010001000000001000001000100010001010000001100010000010011011001011001000100110010000000001010001000000001101000011010010010100010110011010000000001010111010000001001100000100011010100010000000100110000010101000001001010000100000000100010100001001101001010111000010001000000000010101000000001010000001001100000000000100010100010010101010000101000000101000000000100100010001111010000010100000000110100010100011010100010101010010000101000000000100010001,True
dac12/c880_enc25.bench,60,96,26,487,38,0,98132,0.643723,7.1875,111010010011001011111100111010110010000110010001001011101010011110000100101000011011011111011001,True
dac12/ex5_enc05.bench,8,53,63,1109,21,0,121124,0.224598,7.51172,10000011111100110111100110000010011101111000011000111,True
