file,inputs,keys,outputs,gates,iteration,backbones_count,cube_count,cpu_time,maxrss,key
sarlock/dac12/ex5_enc05.bench,8,61,63,1191,255,0,1561472,3.34368,26.2734,1000001111110011000000011000001000111001100000011010000000000
sarlock/dac12/apex2_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/apex2_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/apex2_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/apex4_enc05.bench,10,278,19,5675,1023,0,30005248,228.207,728.766,00000000111000110110001011010000011000000111000010100100101001001000110001000000000100000001010101010011100010000100000100101110000000000101100001010100000010100111000101000000001000101010100001010000000011000000100010110000000000010000101001001000100100001000100000010000000000
sarlock/dac12/apex4_enc10.bench,10,546,19,5943,1023,0,31918080,251.73,318.75,011101100000111101100010110100000110000001110000101001001010010010001100010000000011000000010101010100111000100001000001001011100000000001011100010100000000101001110001010000000010001010101000010100000000110000001000101100000000000100001010010010001001000010001000000001001000101100000000000000000100000010100100000110010000010000100010000001100010010000000001010111000000001000101000101010011010010000100000001001001000100001101000101000010010101010100001100000010100000100000101010001010000001000001000100101010100000101000100000110010000000000
sarlock/dac12/apex4_enc25.bench,10,1350,19,6747,1023,0,37705728,984.593,393.16,111100010000001101100010110100000110000001110000101001001010010010001100010000000011000000010101010100110010100001000001001011100000000001011010010100000000101001110001010000000010001010101000010100000000110000001000101100000000000100001010010010001001000010001000000001001000101100000010000000000110000010101110000110010000010000100010000001010010010000000001010111000000001000101000101010011000010000100000001001001000100001101000101000010010101010100001100000010100000100110101010001010000001000101000100101010100000101000100000110011010100010100001100001000010000000000010000100001100000000011101011000010010110000010001000100110010001010011000001000010000100000100000010000011010101010001100011011111000001100010010000110001000011010000100000100001100011000100010000100101010000000000100000000000000101010101001110101101001110111000010001000001000000000001110101011011101100001101001000001000010010001000000000101010001000001010001001000000000010000000010101000100110100010011000000000101010001000000101000000100001010010010000000001000101000000001010000010000010101000100000100100100100000100100100010100011100010010010000100001000100000000000011001000001110100001110000000000001010000000100100001010000010100100100100100101101000101010110100001001100000010010000101100100110000111001000000001100010000011010111010000010101010001000100000000000
sarlock/dac12/dalu_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/dalu_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/dalu_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/des_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/des_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/des_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/ex5_enc05.bench,8,61,63,1191,255,0,1561472,3.36814,27.0234,1000001111110011000000011000001000111001100000011010000000000
sarlock/dac12/ex5_enc10.bench,8,114,63,1247,255,0,1692160,4.7074,25.5156,100010011111001100000001100000100010000110000000101010001010000111100100100011010111100100010101000001100000000000
sarlock/dac12/ex5_enc25.bench,8,272,63,1406,255,0,1992192,9.01399,29.5039,00001000111100110000000110000010001110011000000100100000101000011110010010001101001010010001010100000110001110100100001100001101000000000100000011010001111101000110010000000000100000100010000010100000000011010100100010110000000101100100100110110101101011001000100000000000
sarlock/dac12/i4_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i4_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i4_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i7_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i7_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i7_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i8_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i8_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i8_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i9_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i9_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/i9_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/k2_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/k2_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/k2_enc25.bench,X,X,X,x,x,x,x,x
sarlock/dac12/seq_enc05.bench,X,X,X,x,x,x,x,x
sarlock/dac12/seq_enc10.bench,X,X,X,x,x,x,x,x
sarlock/dac12/seq_enc25.bench,X,X,X,x,x,x,x,x
